Year,d14CO2
-20063,487.51
-20062,487.44
-20061,487.37
-20060,487.3
-20059,487.24
-20058,487.18
-20057,487.12
-20056,487.06
-20055,487
-20054,486.94
-20053,486.88
-20052,486.82
-20051,486.76
-20050,486.7
-20049,486.65
-20048,486.6
-20047,486.55
-20046,486.5
-20045,486.45
-20044,486.4
-20043,486.35
-20042,486.3
-20041,486.25
-20040,486.2
-20039,486.15
-20038,486.1
-20037,486.05
-20036,486
-20035,485.95
-20034,485.9
-20033,485.85
-20032,485.8
-20031,485.75
-20030,485.7
-20029,485.66
-20028,485.62
-20027,485.58
-20026,485.54
-20025,485.5
-20024,485.46
-20023,485.42
-20022,485.38
-20021,485.34
-20020,485.3
-20019,485.29
-20018,485.28
-20017,485.27
-20016,485.26
-20015,485.25
-20014,485.24
-20013,485.23
-20012,485.22
-20011,485.21
-20010,485.2
-20009,485.21
-20008,485.22
-20007,485.23
-20006,485.24
-20005,485.25
-20004,485.26
-20003,485.27
-20002,485.28
-20001,485.29
-20000,485.3
-19999,485.3
-19998,485.3
-19997,485.3
-19996,485.3
-19995,485.3
-19994,485.3
-19993,485.3
-19992,485.3
-19991,485.3
-19990,485.3
-19989,485.31
-19988,485.32
-19987,485.33
-19986,485.34
-19985,485.35
-19984,485.36
-19983,485.37
-19982,485.38
-19981,485.39
-19980,485.4
-19979,485.42
-19978,485.44
-19977,485.46
-19976,485.48
-19975,485.5
-19974,485.52
-19973,485.54
-19972,485.56
-19971,485.58
-19970,485.6
-19969,485.64
-19968,485.68
-19967,485.72
-19966,485.76
-19965,485.8
-19964,485.84
-19963,485.88
-19962,485.92
-19961,485.96
-19960,486
-19959,486.04
-19958,486.08
-19957,486.12
-19956,486.16
-19955,486.2
-19954,486.24
-19953,486.28
-19952,486.32
-19951,486.36
-19950,486.4
-19949,486.45
-19948,486.5
-19947,486.55
-19946,486.6
-19945,486.65
-19944,486.7
-19943,486.75
-19942,486.8
-19941,486.85
-19940,486.9
-19939,486.96
-19938,487.02
-19937,487.08
-19936,487.14
-19935,487.2
-19934,487.26
-19933,487.32
-19932,487.38
-19931,487.44
-19930,487.5
-19929,487.56
-19928,487.62
-19927,487.68
-19926,487.74
-19925,487.8
-19924,487.86
-19923,487.92
-19922,487.98
-19921,488.04
-19920,488.1
-19919,488.18
-19918,488.26
-19917,488.34
-19916,488.42
-19915,488.5
-19914,488.58
-19913,488.66
-19912,488.74
-19911,488.82
-19910,488.9
-19909,488.96
-19908,489.02
-19907,489.08
-19906,489.14
-19905,489.2
-19904,489.26
-19903,489.32
-19902,489.38
-19901,489.44
-19900,489.5
-19899,489.58
-19898,489.66
-19897,489.74
-19896,489.82
-19895,489.9
-19894,489.98
-19893,490.06
-19892,490.14
-19891,490.22
-19890,490.3
-19889,490.38
-19888,490.46
-19887,490.54
-19886,490.62
-19885,490.7
-19884,490.78
-19883,490.86
-19882,490.94
-19881,491.02
-19880,491.1
-19879,491.18
-19878,491.26
-19877,491.34
-19876,491.42
-19875,491.5
-19874,491.58
-19873,491.66
-19872,491.74
-19871,491.82
-19870,491.9
-19869,491.96
-19868,492.02
-19867,492.08
-19866,492.14
-19865,492.2
-19864,492.26
-19863,492.32
-19862,492.38
-19861,492.44
-19860,492.5
-19859,492.54
-19858,492.58
-19857,492.62
-19856,492.66
-19855,492.7
-19854,492.74
-19853,492.78
-19852,492.82
-19851,492.86
-19850,492.9
-19849,492.92
-19848,492.94
-19847,492.96
-19846,492.98
-19845,493
-19844,493.02
-19843,493.04
-19842,493.06
-19841,493.08
-19840,493.1
-19839,493.11
-19838,493.12
-19837,493.13
-19836,493.14
-19835,493.15
-19834,493.16
-19833,493.17
-19832,493.18
-19831,493.19
-19830,493.2
-19829,493.17
-19828,493.14
-19827,493.11
-19826,493.08
-19825,493.05
-19824,493.02
-19823,492.99
-19822,492.96
-19821,492.93
-19820,492.9
-19819,492.85
-19818,492.8
-19817,492.75
-19816,492.7
-19815,492.65
-19814,492.6
-19813,492.55
-19812,492.5
-19811,492.45
-19810,492.4
-19809,492.35
-19808,492.3
-19807,492.25
-19806,492.2
-19805,492.15
-19804,492.1
-19803,492.05
-19802,492
-19801,491.95
-19800,491.9
-19799,491.83
-19798,491.76
-19797,491.69
-19796,491.62
-19795,491.55
-19794,491.48
-19793,491.41
-19792,491.34
-19791,491.27
-19790,491.2
-19789,491.11
-19788,491.02
-19787,490.93
-19786,490.84
-19785,490.75
-19784,490.66
-19783,490.57
-19782,490.48
-19781,490.39
-19780,490.3
-19779,490.21
-19778,490.12
-19777,490.03
-19776,489.94
-19775,489.85
-19774,489.76
-19773,489.67
-19772,489.58
-19771,489.49
-19770,489.4
-19769,489.33
-19768,489.26
-19767,489.19
-19766,489.12
-19765,489.05
-19764,488.98
-19763,488.91
-19762,488.84
-19761,488.77
-19760,488.7
-19759,488.62
-19758,488.54
-19757,488.46
-19756,488.38
-19755,488.3
-19754,488.22
-19753,488.14
-19752,488.06
-19751,487.98
-19750,487.9
-19749,487.83
-19748,487.76
-19747,487.69
-19746,487.62
-19745,487.55
-19744,487.48
-19743,487.41
-19742,487.34
-19741,487.27
-19740,487.2
-19739,487.13
-19738,487.06
-19737,486.99
-19736,486.92
-19735,486.85
-19734,486.78
-19733,486.71
-19732,486.64
-19731,486.57
-19730,486.5
-19729,486.43
-19728,486.36
-19727,486.29
-19726,486.22
-19725,486.15
-19724,486.08
-19723,486.01
-19722,485.94
-19721,485.87
-19720,485.8
-19719,485.73
-19718,485.66
-19717,485.59
-19716,485.52
-19715,485.45
-19714,485.38
-19713,485.31
-19712,485.24
-19711,485.17
-19710,485.1
-19709,485.03
-19708,484.96
-19707,484.89
-19706,484.82
-19705,484.75
-19704,484.68
-19703,484.61
-19702,484.54
-19701,484.47
-19700,484.4
-19699,484.33
-19698,484.26
-19697,484.19
-19696,484.12
-19695,484.05
-19694,483.98
-19693,483.91
-19692,483.84
-19691,483.77
-19690,483.7
-19689,483.65
-19688,483.6
-19687,483.55
-19686,483.5
-19685,483.45
-19684,483.4
-19683,483.35
-19682,483.3
-19681,483.25
-19680,483.2
-19679,483.15
-19678,483.1
-19677,483.05
-19676,483
-19675,482.95
-19674,482.9
-19673,482.85
-19672,482.8
-19671,482.75
-19670,482.7
-19669,482.65
-19668,482.6
-19667,482.55
-19666,482.5
-19665,482.45
-19664,482.4
-19663,482.35
-19662,482.3
-19661,482.25
-19660,482.2
-19659,482.17
-19658,482.14
-19657,482.11
-19656,482.08
-19655,482.05
-19654,482.02
-19653,481.99
-19652,481.96
-19651,481.93
-19650,481.9
-19649,481.85
-19648,481.8
-19647,481.75
-19646,481.7
-19645,481.65
-19644,481.6
-19643,481.55
-19642,481.5
-19641,481.45
-19640,481.4
-19639,481.37
-19638,481.34
-19637,481.31
-19636,481.28
-19635,481.25
-19634,481.22
-19633,481.19
-19632,481.16
-19631,481.13
-19630,481.1
-19629,481.09
-19628,481.08
-19627,481.07
-19626,481.06
-19625,481.05
-19624,481.04
-19623,481.03
-19622,481.02
-19621,481.01
-19620,481
-19619,480.96
-19618,480.92
-19617,480.88
-19616,480.84
-19615,480.8
-19614,480.76
-19613,480.72
-19612,480.68
-19611,480.64
-19610,480.6
-19609,480.57
-19608,480.54
-19607,480.51
-19606,480.48
-19605,480.45
-19604,480.42
-19603,480.39
-19602,480.36
-19601,480.33
-19600,480.3
-19599,480.27
-19598,480.24
-19597,480.21
-19596,480.18
-19595,480.15
-19594,480.12
-19593,480.09
-19592,480.06
-19591,480.03
-19590,480
-19589,479.97
-19588,479.94
-19587,479.91
-19586,479.88
-19585,479.85
-19584,479.82
-19583,479.79
-19582,479.76
-19581,479.73
-19580,479.7
-19579,479.65
-19578,479.6
-19577,479.55
-19576,479.5
-19575,479.45
-19574,479.4
-19573,479.35
-19572,479.3
-19571,479.25
-19570,479.2
-19569,479.15
-19568,479.1
-19567,479.05
-19566,479
-19565,478.95
-19564,478.9
-19563,478.85
-19562,478.8
-19561,478.75
-19560,478.7
-19559,478.65
-19558,478.6
-19557,478.55
-19556,478.5
-19555,478.45
-19554,478.4
-19553,478.35
-19552,478.3
-19551,478.25
-19550,478.2
-19549,478.17
-19548,478.14
-19547,478.11
-19546,478.08
-19545,478.05
-19544,478.02
-19543,477.99
-19542,477.96
-19541,477.93
-19540,477.9
-19539,477.85
-19538,477.8
-19537,477.75
-19536,477.7
-19535,477.65
-19534,477.6
-19533,477.55
-19532,477.5
-19531,477.45
-19530,477.4
-19529,477.35
-19528,477.3
-19527,477.25
-19526,477.2
-19525,477.15
-19524,477.1
-19523,477.05
-19522,477
-19521,476.95
-19520,476.9
-19519,476.85
-19518,476.8
-19517,476.75
-19516,476.7
-19515,476.65
-19514,476.6
-19513,476.55
-19512,476.5
-19511,476.45
-19510,476.4
-19509,476.35
-19508,476.3
-19507,476.25
-19506,476.2
-19505,476.15
-19504,476.1
-19503,476.05
-19502,476
-19501,475.95
-19500,475.9
-19499,475.85
-19498,475.8
-19497,475.75
-19496,475.7
-19495,475.65
-19494,475.6
-19493,475.55
-19492,475.5
-19491,475.45
-19490,475.4
-19489,475.37
-19488,475.34
-19487,475.31
-19486,475.28
-19485,475.25
-19484,475.22
-19483,475.19
-19482,475.16
-19481,475.13
-19480,475.1
-19479,475.05
-19478,475
-19477,474.95
-19476,474.9
-19475,474.85
-19474,474.8
-19473,474.75
-19472,474.7
-19471,474.65
-19470,474.6
-19469,474.55
-19468,474.5
-19467,474.45
-19466,474.4
-19465,474.35
-19464,474.3
-19463,474.25
-19462,474.2
-19461,474.15
-19460,474.1
-19459,474.05
-19458,474
-19457,473.95
-19456,473.9
-19455,473.85
-19454,473.8
-19453,473.75
-19452,473.7
-19451,473.65
-19450,473.6
-19449,473.57
-19448,473.54
-19447,473.51
-19446,473.48
-19445,473.45
-19444,473.42
-19443,473.39
-19442,473.36
-19441,473.33
-19440,473.3
-19439,473.25
-19438,473.2
-19437,473.15
-19436,473.1
-19435,473.05
-19434,473
-19433,472.95
-19432,472.9
-19431,472.85
-19430,472.8
-19429,472.76
-19428,472.72
-19427,472.68
-19426,472.64
-19425,472.6
-19424,472.56
-19423,472.52
-19422,472.48
-19421,472.44
-19420,472.4
-19419,472.37
-19418,472.34
-19417,472.31
-19416,472.28
-19415,472.25
-19414,472.22
-19413,472.19
-19412,472.16
-19411,472.13
-19410,472.1
-19409,472.07
-19408,472.04
-19407,472.01
-19406,471.98
-19405,471.95
-19404,471.92
-19403,471.89
-19402,471.86
-19401,471.83
-19400,471.8
-19399,471.77
-19398,471.74
-19397,471.71
-19396,471.68
-19395,471.65
-19394,471.62
-19393,471.59
-19392,471.56
-19391,471.53
-19390,471.5
-19389,471.45
-19388,471.4
-19387,471.35
-19386,471.3
-19385,471.25
-19384,471.2
-19383,471.15
-19382,471.1
-19381,471.05
-19380,471
-19379,470.95
-19378,470.9
-19377,470.85
-19376,470.8
-19375,470.75
-19374,470.7
-19373,470.65
-19372,470.6
-19371,470.55
-19370,470.5
-19369,470.45
-19368,470.4
-19367,470.35
-19366,470.3
-19365,470.25
-19364,470.2
-19363,470.15
-19362,470.1
-19361,470.05
-19360,470
-19359,469.93
-19358,469.86
-19357,469.79
-19356,469.72
-19355,469.65
-19354,469.58
-19353,469.51
-19352,469.44
-19351,469.37
-19350,469.3
-19349,469.25
-19348,469.2
-19347,469.15
-19346,469.1
-19345,469.05
-19344,469
-19343,468.95
-19342,468.9
-19341,468.85
-19340,468.8
-19339,468.73
-19338,468.66
-19337,468.59
-19336,468.52
-19335,468.45
-19334,468.38
-19333,468.31
-19332,468.24
-19331,468.17
-19330,468.1
-19329,468.04
-19328,467.98
-19327,467.92
-19326,467.86
-19325,467.8
-19324,467.74
-19323,467.68
-19322,467.62
-19321,467.56
-19320,467.5
-19319,467.43
-19318,467.36
-19317,467.29
-19316,467.22
-19315,467.15
-19314,467.08
-19313,467.01
-19312,466.94
-19311,466.87
-19310,466.8
-19309,466.73
-19308,466.66
-19307,466.59
-19306,466.52
-19305,466.45
-19304,466.38
-19303,466.31
-19302,466.24
-19301,466.17
-19300,466.1
-19299,466.01
-19298,465.92
-19297,465.83
-19296,465.74
-19295,465.65
-19294,465.56
-19293,465.47
-19292,465.38
-19291,465.29
-19290,465.2
-19289,465.14
-19288,465.08
-19287,465.02
-19286,464.96
-19285,464.9
-19284,464.84
-19283,464.78
-19282,464.72
-19281,464.66
-19280,464.6
-19279,464.53
-19278,464.46
-19277,464.39
-19276,464.32
-19275,464.25
-19274,464.18
-19273,464.11
-19272,464.04
-19271,463.97
-19270,463.9
-19269,463.83
-19268,463.76
-19267,463.69
-19266,463.62
-19265,463.55
-19264,463.48
-19263,463.41
-19262,463.34
-19261,463.27
-19260,463.2
-19259,463.12
-19258,463.04
-19257,462.96
-19256,462.88
-19255,462.8
-19254,462.72
-19253,462.64
-19252,462.56
-19251,462.48
-19250,462.4
-19249,462.33
-19248,462.26
-19247,462.19
-19246,462.12
-19245,462.05
-19244,461.98
-19243,461.91
-19242,461.84
-19241,461.77
-19240,461.7
-19239,461.61
-19238,461.52
-19237,461.43
-19236,461.34
-19235,461.25
-19234,461.16
-19233,461.07
-19232,460.98
-19231,460.89
-19230,460.8
-19229,460.73
-19228,460.66
-19227,460.59
-19226,460.52
-19225,460.45
-19224,460.38
-19223,460.31
-19222,460.24
-19221,460.17
-19220,460.1
-19219,460.02
-19218,459.94
-19217,459.86
-19216,459.78
-19215,459.7
-19214,459.62
-19213,459.54
-19212,459.46
-19211,459.38
-19210,459.3
-19209,459.21
-19208,459.12
-19207,459.03
-19206,458.94
-19205,458.85
-19204,458.76
-19203,458.67
-19202,458.58
-19201,458.49
-19200,458.4
-19199,458.34
-19198,458.28
-19197,458.22
-19196,458.16
-19195,458.1
-19194,458.04
-19193,457.98
-19192,457.92
-19191,457.86
-19190,457.8
-19189,457.71
-19188,457.62
-19187,457.53
-19186,457.44
-19185,457.35
-19184,457.26
-19183,457.17
-19182,457.08
-19181,456.99
-19180,456.9
-19179,456.83
-19178,456.76
-19177,456.69
-19176,456.62
-19175,456.55
-19174,456.48
-19173,456.41
-19172,456.34
-19171,456.27
-19170,456.2
-19169,456.14
-19168,456.08
-19167,456.02
-19166,455.96
-19165,455.9
-19164,455.84
-19163,455.78
-19162,455.72
-19161,455.66
-19160,455.6
-19159,455.53
-19158,455.46
-19157,455.39
-19156,455.32
-19155,455.25
-19154,455.18
-19153,455.11
-19152,455.04
-19151,454.97
-19150,454.9
-19149,454.83
-19148,454.76
-19147,454.69
-19146,454.62
-19145,454.55
-19144,454.48
-19143,454.41
-19142,454.34
-19141,454.27
-19140,454.2
-19139,454.15
-19138,454.1
-19137,454.05
-19136,454
-19135,453.95
-19134,453.9
-19133,453.85
-19132,453.8
-19131,453.75
-19130,453.7
-19129,453.65
-19128,453.6
-19127,453.55
-19126,453.5
-19125,453.45
-19124,453.4
-19123,453.35
-19122,453.3
-19121,453.25
-19120,453.2
-19119,453.17
-19118,453.14
-19117,453.11
-19116,453.08
-19115,453.05
-19114,453.02
-19113,452.99
-19112,452.96
-19111,452.93
-19110,452.9
-19109,452.87
-19108,452.84
-19107,452.81
-19106,452.78
-19105,452.75
-19104,452.72
-19103,452.69
-19102,452.66
-19101,452.63
-19100,452.6
-19099,452.57
-19098,452.54
-19097,452.51
-19096,452.48
-19095,452.45
-19094,452.42
-19093,452.39
-19092,452.36
-19091,452.33
-19090,452.3
-19089,452.27
-19088,452.24
-19087,452.21
-19086,452.18
-19085,452.15
-19084,452.12
-19083,452.09
-19082,452.06
-19081,452.03
-19080,452
-19079,451.98
-19078,451.96
-19077,451.94
-19076,451.92
-19075,451.9
-19074,451.88
-19073,451.86
-19072,451.84
-19071,451.82
-19070,451.8
-19069,451.77
-19068,451.74
-19067,451.71
-19066,451.68
-19065,451.65
-19064,451.62
-19063,451.59
-19062,451.56
-19061,451.53
-19060,451.5
-19059,451.49
-19058,451.48
-19057,451.47
-19056,451.46
-19055,451.45
-19054,451.44
-19053,451.43
-19052,451.42
-19051,451.41
-19050,451.4
-19049,451.37
-19048,451.34
-19047,451.31
-19046,451.28
-19045,451.25
-19044,451.22
-19043,451.19
-19042,451.16
-19041,451.13
-19040,451.1
-19039,451.09
-19038,451.08
-19037,451.07
-19036,451.06
-19035,451.05
-19034,451.04
-19033,451.03
-19032,451.02
-19031,451.01
-19030,451
-19029,450.97
-19028,450.94
-19027,450.91
-19026,450.88
-19025,450.85
-19024,450.82
-19023,450.79
-19022,450.76
-19021,450.73
-19020,450.7
-19019,450.68
-19018,450.66
-19017,450.64
-19016,450.62
-19015,450.6
-19014,450.58
-19013,450.56
-19012,450.54
-19011,450.52
-19010,450.5
-19009,450.47
-19008,450.44
-19007,450.41
-19006,450.38
-19005,450.35
-19004,450.32
-19003,450.29
-19002,450.26
-19001,450.23
-19000,450.2
-18999,450.19
-18998,450.18
-18997,450.17
-18996,450.16
-18995,450.15
-18994,450.14
-18993,450.13
-18992,450.12
-18991,450.11
-18990,450.1
-18989,450.07
-18988,450.04
-18987,450.01
-18986,449.98
-18985,449.95
-18984,449.92
-18983,449.89
-18982,449.86
-18981,449.83
-18980,449.8
-18979,449.79
-18978,449.78
-18977,449.77
-18976,449.76
-18975,449.75
-18974,449.74
-18973,449.73
-18972,449.72
-18971,449.71
-18970,449.7
-18969,449.68
-18968,449.66
-18967,449.64
-18966,449.62
-18965,449.6
-18964,449.58
-18963,449.56
-18962,449.54
-18961,449.52
-18960,449.5
-18959,449.47
-18958,449.44
-18957,449.41
-18956,449.38
-18955,449.35
-18954,449.32
-18953,449.29
-18952,449.26
-18951,449.23
-18950,449.2
-18949,449.17
-18948,449.14
-18947,449.11
-18946,449.08
-18945,449.05
-18944,449.02
-18943,448.99
-18942,448.96
-18941,448.93
-18940,448.9
-18939,448.89
-18938,448.88
-18937,448.87
-18936,448.86
-18935,448.85
-18934,448.84
-18933,448.83
-18932,448.82
-18931,448.81
-18930,448.8
-18929,448.77
-18928,448.74
-18927,448.71
-18926,448.68
-18925,448.65
-18924,448.62
-18923,448.59
-18922,448.56
-18921,448.53
-18920,448.5
-18919,448.48
-18918,448.46
-18917,448.44
-18916,448.42
-18915,448.4
-18914,448.38
-18913,448.36
-18912,448.34
-18911,448.32
-18910,448.3
-18909,448.27
-18908,448.24
-18907,448.21
-18906,448.18
-18905,448.15
-18904,448.12
-18903,448.09
-18902,448.06
-18901,448.03
-18900,448
-18899,447.97
-18898,447.94
-18897,447.91
-18896,447.88
-18895,447.85
-18894,447.82
-18893,447.79
-18892,447.76
-18891,447.73
-18890,447.7
-18889,447.67
-18888,447.64
-18887,447.61
-18886,447.58
-18885,447.55
-18884,447.52
-18883,447.49
-18882,447.46
-18881,447.43
-18880,447.4
-18879,447.39
-18878,447.38
-18877,447.37
-18876,447.36
-18875,447.35
-18874,447.34
-18873,447.33
-18872,447.32
-18871,447.31
-18870,447.3
-18869,447.25
-18868,447.2
-18867,447.15
-18866,447.1
-18865,447.05
-18864,447
-18863,446.95
-18862,446.9
-18861,446.85
-18860,446.8
-18859,446.77
-18858,446.74
-18857,446.71
-18856,446.68
-18855,446.65
-18854,446.62
-18853,446.59
-18852,446.56
-18851,446.53
-18850,446.5
-18849,446.45
-18848,446.4
-18847,446.35
-18846,446.3
-18845,446.25
-18844,446.2
-18843,446.15
-18842,446.1
-18841,446.05
-18840,446
-18839,445.95
-18838,445.9
-18837,445.85
-18836,445.8
-18835,445.75
-18834,445.7
-18833,445.65
-18832,445.6
-18831,445.55
-18830,445.5
-18829,445.43
-18828,445.36
-18827,445.29
-18826,445.22
-18825,445.15
-18824,445.08
-18823,445.01
-18822,444.94
-18821,444.87
-18820,444.8
-18819,444.75
-18818,444.7
-18817,444.65
-18816,444.6
-18815,444.55
-18814,444.5
-18813,444.45
-18812,444.4
-18811,444.35
-18810,444.3
-18809,444.24
-18808,444.18
-18807,444.12
-18806,444.06
-18805,444
-18804,443.94
-18803,443.88
-18802,443.82
-18801,443.76
-18800,443.7
-18799,443.63
-18798,443.56
-18797,443.49
-18796,443.42
-18795,443.35
-18794,443.28
-18793,443.21
-18792,443.14
-18791,443.07
-18790,443
-18789,442.95
-18788,442.9
-18787,442.85
-18786,442.8
-18785,442.75
-18784,442.7
-18783,442.65
-18782,442.6
-18781,442.55
-18780,442.5
-18779,442.45
-18778,442.4
-18777,442.35
-18776,442.3
-18775,442.25
-18774,442.2
-18773,442.15
-18772,442.1
-18771,442.05
-18770,442
-18769,441.97
-18768,441.94
-18767,441.91
-18766,441.88
-18765,441.85
-18764,441.82
-18763,441.79
-18762,441.76
-18761,441.73
-18760,441.7
