Year,d14CO2
-43496,287.44
-43495,287.5
-43494,287.56
-43493,287.62
-43492,287.68
-43491,287.74
-43490,287.8
-43489,287.855
-43488,287.91
-43487,287.965
-43486,288.02
-43485,288.075
-43484,288.13
-43483,288.185
-43482,288.24
-43481,288.295
-43480,288.35
-43479,288.405
-43478,288.46
-43477,288.515
-43476,288.57
-43475,288.625
-43474,288.68
-43473,288.735
-43472,288.79
-43471,288.845
-43470,288.9
-43469,288.945
-43468,288.99
-43467,289.035
-43466,289.08
-43465,289.125
-43464,289.17
-43463,289.215
-43462,289.26
-43461,289.305
-43460,289.35
-43459,289.395
-43458,289.44
-43457,289.485
-43456,289.53
-43455,289.575
-43454,289.62
-43453,289.665
-43452,289.71
-43451,289.755
-43450,289.8
-43449,289.85
-43448,289.9
-43447,289.95
-43446,290
-43445,290.05
-43444,290.1
-43443,290.15
-43442,290.2
-43441,290.25
-43440,290.3
-43439,290.35
-43438,290.4
-43437,290.45
-43436,290.5
-43435,290.55
-43434,290.6
-43433,290.65
-43432,290.7
-43431,290.75
-43430,290.8
-43429,290.855
-43428,290.91
-43427,290.965
-43426,291.02
-43425,291.075
-43424,291.13
-43423,291.185
-43422,291.24
-43421,291.295
-43420,291.35
-43419,291.405
-43418,291.46
-43417,291.515
-43416,291.57
-43415,291.625
-43414,291.68
-43413,291.735
-43412,291.79
-43411,291.845
-43410,291.9
-43409,291.95
-43408,292
-43407,292.05
-43406,292.1
-43405,292.15
-43404,292.2
-43403,292.25
-43402,292.3
-43401,292.35
-43400,292.4
-43399,292.45
-43398,292.5
-43397,292.55
-43396,292.6
-43395,292.65
-43394,292.7
-43393,292.75
-43392,292.8
-43391,292.85
-43390,292.9
-43389,292.945
-43388,292.99
-43387,293.035
-43386,293.08
-43385,293.125
-43384,293.17
-43383,293.215
-43382,293.26
-43381,293.305
-43380,293.35
-43379,293.395
-43378,293.44
-43377,293.485
-43376,293.53
-43375,293.575
-43374,293.62
-43373,293.665
-43372,293.71
-43371,293.755
-43370,293.8
-43369,293.855
-43368,293.91
-43367,293.965
-43366,294.02
-43365,294.075
-43364,294.13
-43363,294.185
-43362,294.24
-43361,294.295
-43360,294.35
-43359,294.405
-43358,294.46
-43357,294.515
-43356,294.57
-43355,294.625
-43354,294.68
-43353,294.735
-43352,294.79
-43351,294.845
-43350,294.9
-43349,294.95
-43348,295
-43347,295.05
-43346,295.1
-43345,295.15
-43344,295.2
-43343,295.25
-43342,295.3
-43341,295.35
-43340,295.4
-43339,295.45
-43338,295.5
-43337,295.55
-43336,295.6
-43335,295.65
-43334,295.7
-43333,295.75
-43332,295.8
-43331,295.85
-43330,295.9
-43329,295.945
-43328,295.99
-43327,296.035
-43326,296.08
-43325,296.125
-43324,296.17
-43323,296.215
-43322,296.26
-43321,296.305
-43320,296.35
-43319,296.395
-43318,296.44
-43317,296.485
-43316,296.53
-43315,296.575
-43314,296.62
-43313,296.665
-43312,296.71
-43311,296.755
-43310,296.8
-43309,296.855
-43308,296.91
-43307,296.965
-43306,297.02
-43305,297.075
-43304,297.13
-43303,297.185
-43302,297.24
-43301,297.295
-43300,297.35
-43299,297.405
-43298,297.46
-43297,297.515
-43296,297.57
-43295,297.625
-43294,297.68
-43293,297.735
-43292,297.79
-43291,297.845
-43290,297.9
-43289,297.945
-43288,297.99
-43287,298.035
-43286,298.08
-43285,298.125
-43284,298.17
-43283,298.215
-43282,298.26
-43281,298.305
-43280,298.35
-43279,298.395
-43278,298.44
-43277,298.485
-43276,298.53
-43275,298.575
-43274,298.62
-43273,298.665
-43272,298.71
-43271,298.755
-43270,298.8
-43269,298.845
-43268,298.89
-43267,298.935
-43266,298.98
-43265,299.025
-43264,299.07
-43263,299.115
-43262,299.16
-43261,299.205
-43260,299.25
-43259,299.295
-43258,299.34
-43257,299.385
-43256,299.43
-43255,299.475
-43254,299.52
-43253,299.565
-43252,299.61
-43251,299.655
-43250,299.7
-43249,299.745
-43248,299.79
-43247,299.835
-43246,299.88
-43245,299.925
-43244,299.97
-43243,300.015
-43242,300.06
-43241,300.105
-43240,300.15
-43239,300.195
-43238,300.24
-43237,300.285
-43236,300.33
-43235,300.375
-43234,300.42
-43233,300.465
-43232,300.51
-43231,300.555
-43230,300.6
-43229,300.655
-43228,300.71
-43227,300.765
-43226,300.82
-43225,300.875
-43224,300.93
-43223,300.985
-43222,301.04
-43221,301.095
-43220,301.15
-43219,301.205
-43218,301.26
-43217,301.315
-43216,301.37
-43215,301.425
-43214,301.48
-43213,301.535
-43212,301.59
-43211,301.645
-43210,301.7
-43209,301.745
-43208,301.79
-43207,301.835
-43206,301.88
-43205,301.925
-43204,301.97
-43203,302.015
-43202,302.06
-43201,302.105
-43200,302.15
-43199,302.195
-43198,302.24
-43197,302.285
-43196,302.33
-43195,302.375
-43194,302.42
-43193,302.465
-43192,302.51
-43191,302.555
-43190,302.6
-43189,302.645
-43188,302.69
-43187,302.735
-43186,302.78
-43185,302.825
-43184,302.87
-43183,302.915
-43182,302.96
-43181,303.005
-43180,303.05
-43179,303.095
-43178,303.14
-43177,303.185
-43176,303.23
-43175,303.275
-43174,303.32
-43173,303.365
-43172,303.41
-43171,303.455
-43170,303.5
-43169,303.545
-43168,303.59
-43167,303.635
-43166,303.68
-43165,303.725
-43164,303.77
-43163,303.815
-43162,303.86
-43161,303.905
-43160,303.95
-43159,303.995
-43158,304.04
-43157,304.085
-43156,304.13
-43155,304.175
-43154,304.22
-43153,304.265
-43152,304.31
-43151,304.355
-43150,304.4
-43149,304.445
-43148,304.49
-43147,304.535
-43146,304.58
-43145,304.625
-43144,304.67
-43143,304.715
-43142,304.76
-43141,304.805
-43140,304.85
-43139,304.895
-43138,304.94
-43137,304.985
-43136,305.03
-43135,305.075
-43134,305.12
-43133,305.165
-43132,305.21
-43131,305.255
-43130,305.3
-43129,305.345
-43128,305.39
-43127,305.435
-43126,305.48
-43125,305.525
-43124,305.57
-43123,305.615
-43122,305.66
-43121,305.705
-43120,305.75
-43119,305.795
-43118,305.84
-43117,305.885
-43116,305.93
-43115,305.975
-43114,306.02
-43113,306.065
-43112,306.11
-43111,306.155
-43110,306.2
-43109,306.245
-43108,306.29
-43107,306.335
-43106,306.38
-43105,306.425
-43104,306.47
-43103,306.515
-43102,306.56
-43101,306.605
-43100,306.65
-43099,306.695
-43098,306.74
-43097,306.785
-43096,306.83
-43095,306.875
-43094,306.92
-43093,306.965
-43092,307.01
-43091,307.055
-43090,307.1
-43089,307.145
-43088,307.19
-43087,307.235
-43086,307.28
-43085,307.325
-43084,307.37
-43083,307.415
-43082,307.46
-43081,307.505
-43080,307.55
-43079,307.595
-43078,307.64
-43077,307.685
-43076,307.73
-43075,307.775
-43074,307.82
-43073,307.865
-43072,307.91
-43071,307.955
-43070,308
-43069,308.045
-43068,308.09
-43067,308.135
-43066,308.18
-43065,308.225
-43064,308.27
-43063,308.315
-43062,308.36
-43061,308.405
-43060,308.45
-43059,308.495
-43058,308.54
-43057,308.585
-43056,308.63
-43055,308.675
-43054,308.72
-43053,308.765
-43052,308.81
-43051,308.855
-43050,308.9
-43049,308.945
-43048,308.99
-43047,309.035
-43046,309.08
-43045,309.125
-43044,309.17
-43043,309.215
-43042,309.26
-43041,309.305
-43040,309.35
-43039,309.395
-43038,309.44
-43037,309.485
-43036,309.53
-43035,309.575
-43034,309.62
-43033,309.665
-43032,309.71
-43031,309.755
-43030,309.8
-43029,309.845
-43028,309.89
-43027,309.935
-43026,309.98
-43025,310.025
-43024,310.07
-43023,310.115
-43022,310.16
-43021,310.205
-43020,310.25
-43019,310.295
-43018,310.34
-43017,310.385
-43016,310.43
-43015,310.475
-43014,310.52
-43013,310.565
-43012,310.61
-43011,310.655
-43010,310.7
-43009,310.745
-43008,310.79
-43007,310.835
-43006,310.88
-43005,310.925
-43004,310.97
-43003,311.015
-43002,311.06
-43001,311.105
-43000,311.15
-42999,311.195
-42998,311.24
-42997,311.285
-42996,311.33
-42995,311.375
-42994,311.42
-42993,311.465
-42992,311.51
-42991,311.555
-42990,311.6
-42989,311.645
-42988,311.69
-42987,311.735
-42986,311.78
-42985,311.825
-42984,311.87
-42983,311.915
-42982,311.96
-42981,312.005
-42980,312.05
-42979,312.095
-42978,312.14
-42977,312.185
-42976,312.23
-42975,312.275
-42974,312.32
-42973,312.365
-42972,312.41
-42971,312.455
-42970,312.5
-42969,312.54
-42968,312.58
-42967,312.62
-42966,312.66
-42965,312.7
-42964,312.74
-42963,312.78
-42962,312.82
-42961,312.86
-42960,312.9
-42959,312.94
-42958,312.98
-42957,313.02
-42956,313.06
-42955,313.1
-42954,313.14
-42953,313.18
-42952,313.22
-42951,313.26
-42950,313.3
-42949,313.335
-42948,313.37
-42947,313.405
-42946,313.44
-42945,313.475
-42944,313.51
-42943,313.545
-42942,313.58
-42941,313.615
-42940,313.65
-42939,313.685
-42938,313.72
-42937,313.755
-42936,313.79
-42935,313.825
-42934,313.86
-42933,313.895
-42932,313.93
-42931,313.965
-42930,314
-42929,314.04
-42928,314.08
-42927,314.12
-42926,314.16
-42925,314.2
-42924,314.24
-42923,314.28
-42922,314.32
-42921,314.36
-42920,314.4
-42919,314.44
-42918,314.48
-42917,314.52
-42916,314.56
-42915,314.6
-42914,314.64
-42913,314.68
-42912,314.72
-42911,314.76
-42910,314.8
-42909,314.835
-42908,314.87
-42907,314.905
-42906,314.94
-42905,314.975
-42904,315.01
-42903,315.045
-42902,315.08
-42901,315.115
-42900,315.15
-42899,315.185
-42898,315.22
-42897,315.255
-42896,315.29
-42895,315.325
-42894,315.36
-42893,315.395
-42892,315.43
-42891,315.465
-42890,315.5
-42889,315.54
-42888,315.58
-42887,315.62
-42886,315.66
-42885,315.7
-42884,315.74
-42883,315.78
-42882,315.82
-42881,315.86
-42880,315.9
-42879,315.94
-42878,315.98
-42877,316.02
-42876,316.06
-42875,316.1
-42874,316.14
-42873,316.18
-42872,316.22
-42871,316.26
-42870,316.3
-42869,316.335
-42868,316.37
-42867,316.405
-42866,316.44
-42865,316.475
-42864,316.51
-42863,316.545
-42862,316.58
-42861,316.615
-42860,316.65
-42859,316.685
-42858,316.72
-42857,316.755
-42856,316.79
-42855,316.825
-42854,316.86
-42853,316.895
-42852,316.93
-42851,316.965
-42850,317
-42849,317.03
-42848,317.06
-42847,317.09
-42846,317.12
-42845,317.15
-42844,317.18
-42843,317.21
-42842,317.24
-42841,317.27
-42840,317.3
-42839,317.33
-42838,317.36
-42837,317.39
-42836,317.42
-42835,317.45
-42834,317.48
-42833,317.51
-42832,317.54
-42831,317.57
-42830,317.6
-42829,317.63
-42828,317.66
-42827,317.69
-42826,317.72
-42825,317.75
-42824,317.78
-42823,317.81
-42822,317.84
-42821,317.87
-42820,317.9
-42819,317.93
-42818,317.96
-42817,317.99
-42816,318.02
-42815,318.05
-42814,318.08
-42813,318.11
-42812,318.14
-42811,318.17
-42810,318.2
-42809,318.235
-42808,318.27
-42807,318.305
-42806,318.34
-42805,318.375
-42804,318.41
-42803,318.445
-42802,318.48
-42801,318.515
-42800,318.55
-42799,318.585
-42798,318.62
-42797,318.655
-42796,318.69
-42795,318.725
-42794,318.76
-42793,318.795
-42792,318.83
-42791,318.865
-42790,318.9
-42789,318.93
-42788,318.96
-42787,318.99
-42786,319.02
-42785,319.05
-42784,319.08
-42783,319.11
-42782,319.14
-42781,319.17
-42780,319.2
-42779,319.23
-42778,319.26
-42777,319.29
-42776,319.32
-42775,319.35
-42774,319.38
-42773,319.41
-42772,319.44
-42771,319.47
-42770,319.5
-42769,319.53
-42768,319.56
-42767,319.59
-42766,319.62
-42765,319.65
-42764,319.68
-42763,319.71
-42762,319.74
-42761,319.77
-42760,319.8
-42759,319.83
-42758,319.86
-42757,319.89
-42756,319.92
-42755,319.95
-42754,319.98
-42753,320.01
-42752,320.04
-42751,320.07
-42750,320.1
-42749,320.13
-42748,320.16
-42747,320.19
-42746,320.22
-42745,320.25
-42744,320.28
-42743,320.31
-42742,320.34
-42741,320.37
-42740,320.4
-42739,320.43
-42738,320.46
-42737,320.49
-42736,320.52
-42735,320.55
-42734,320.58
-42733,320.61
-42732,320.64
-42731,320.67
-42730,320.7
-42729,320.735
-42728,320.77
-42727,320.805
-42726,320.84
-42725,320.875
-42724,320.91
-42723,320.945
-42722,320.98
-42721,321.015
-42720,321.05
-42719,321.085
-42718,321.12
-42717,321.155
-42716,321.19
-42715,321.225
-42714,321.26
-42713,321.295
-42712,321.33
-42711,321.365
-42710,321.4
-42709,321.44
-42708,321.48
-42707,321.52
-42706,321.56
-42705,321.6
-42704,321.64
-42703,321.68
-42702,321.72
-42701,321.76
-42700,321.8
-42699,321.84
-42698,321.88
-42697,321.92
-42696,321.96
-42695,322
-42694,322.04
-42693,322.08
-42692,322.12
-42691,322.16
-42690,322.2
-42689,322.23
-42688,322.26
-42687,322.29
-42686,322.32
-42685,322.35
-42684,322.38
-42683,322.41
-42682,322.44
-42681,322.47
-42680,322.5
-42679,322.53
-42678,322.56
-42677,322.59
-42676,322.62
-42675,322.65
-42674,322.68
-42673,322.71
-42672,322.74
-42671,322.77
-42670,322.8
-42669,322.835
-42668,322.87
-42667,322.905
-42666,322.94
-42665,322.975
-42664,323.01
-42663,323.045
-42662,323.08
-42661,323.115
-42660,323.15
-42659,323.185
-42658,323.22
-42657,323.255
-42656,323.29
-42655,323.325
-42654,323.36
-42653,323.395
-42652,323.43
-42651,323.465
-42650,323.5
-42649,323.545
-42648,323.59
-42647,323.635
-42646,323.68
-42645,323.725
-42644,323.77
-42643,323.815
-42642,323.86
-42641,323.905
-42640,323.95
-42639,323.995
-42638,324.04
-42637,324.085
-42636,324.13
-42635,324.175
-42634,324.22
-42633,324.265
-42632,324.31
-42631,324.355
-42630,324.4
-42629,324.44
-42628,324.48
-42627,324.52
-42626,324.56
-42625,324.6
-42624,324.64
-42623,324.68
-42622,324.72
-42621,324.76
-42620,324.8
-42619,324.84
-42618,324.88
-42617,324.92
-42616,324.96
-42615,325
-42614,325.04
-42613,325.08
-42612,325.12
-42611,325.16
-42610,325.2
-42609,325.245
-42608,325.29
-42607,325.335
-42606,325.38
-42605,325.425
-42604,325.47
-42603,325.515
-42602,325.56
-42601,325.605
-42600,325.65
-42599,325.695
-42598,325.74
-42597,325.785
-42596,325.83
-42595,325.875
-42594,325.92
-42593,325.965
-42592,326.01
-42591,326.055
-42590,326.1
-42589,326.14
-42588,326.18
-42587,326.22
-42586,326.26
-42585,326.3
-42584,326.34
-42583,326.38
-42582,326.42
-42581,326.46
-42580,326.5
-42579,326.54
-42578,326.58
-42577,326.62
-42576,326.66
-42575,326.7
-42574,326.74
-42573,326.78
-42572,326.82
-42571,326.86
-42570,326.9
-42569,326.945
-42568,326.99
-42567,327.035
-42566,327.08
-42565,327.125
-42564,327.17
-42563,327.215
-42562,327.26
-42561,327.305
-42560,327.35
-42559,327.395
-42558,327.44
-42557,327.485
-42556,327.53
-42555,327.575
-42554,327.62
-42553,327.665
-42552,327.71
-42551,327.755
-42550,327.8
-42549,327.845
-42548,327.89
-42547,327.935
-42546,327.98
-42545,328.025
-42544,328.07
-42543,328.115
-42542,328.16
-42541,328.205
-42540,328.25
-42539,328.295
-42538,328.34
-42537,328.385
-42536,328.43
-42535,328.475
-42534,328.52
-42533,328.565
-42532,328.61
-42531,328.655
-42530,328.7
-42529,328.745
-42528,328.79
-42527,328.835
-42526,328.88
-42525,328.925
-42524,328.97
-42523,329.015
-42522,329.06
-42521,329.105
-42520,329.15
-42519,329.195
-42518,329.24
-42517,329.285
-42516,329.33
-42515,329.375
-42514,329.42
-42513,329.465
-42512,329.51
-42511,329.555
-42510,329.6
-42509,329.65
-42508,329.7
-42507,329.75
-42506,329.8
-42505,329.85
-42504,329.9
-42503,329.95
-42502,330
-42501,330.05
-42500,330.1
-42499,330.15
-42498,330.2
-42497,330.25
-42496,330.3
-42495,330.35
-42494,330.4
-42493,330.45
-42492,330.5
-42491,330.55
-42490,330.6
-42489,330.645
-42488,330.69
-42487,330.735
-42486,330.78
-42485,330.825
-42484,330.87
-42483,330.915
-42482,330.96
-42481,331.005
-42480,331.05
-42479,331.095
-42478,331.14
-42477,331.185
-42476,331.23
-42475,331.275
-42474,331.32
-42473,331.365
-42472,331.41
-42471,331.455
-42470,331.5
-42469,331.545
-42468,331.59
-42467,331.635
-42466,331.68
-42465,331.725
-42464,331.77
-42463,331.815
-42462,331.86
-42461,331.905
-42460,331.95
-42459,331.995
-42458,332.04
-42457,332.085
-42456,332.13
-42455,332.175
-42454,332.22
-42453,332.265
-42452,332.31
-42451,332.355
-42450,332.4
-42449,332.455
-42448,332.51
-42447,332.565
-42446,332.62
-42445,332.675
-42444,332.73
-42443,332.785
-42442,332.84
-42441,332.895
-42440,332.95
-42439,333.005
-42438,333.06
-42437,333.115
-42436,333.17
-42435,333.225
-42434,333.28
-42433,333.335
-42432,333.39
-42431,333.445
-42430,333.5
-42429,333.545
-42428,333.59
-42427,333.635
-42426,333.68
-42425,333.725
-42424,333.77
-42423,333.815
-42422,333.86
-42421,333.905
-42420,333.95
-42419,333.995
-42418,334.04
-42417,334.085
-42416,334.13
-42415,334.175
-42414,334.22
-42413,334.265
-42412,334.31
-42411,334.355
-42410,334.4
-42409,334.445
-42408,334.49
-42407,334.535
-42406,334.58
-42405,334.625
-42404,334.67
-42403,334.715
-42402,334.76
-42401,334.805
-42400,334.85
-42399,334.895
-42398,334.94
-42397,334.985
-42396,335.03
-42395,335.075
-42394,335.12
-42393,335.165
-42392,335.21
-42391,335.255
-42390,335.3
-42389,335.355
-42388,335.41
-42387,335.465
-42386,335.52
-42385,335.575
-42384,335.63
-42383,335.685
-42382,335.74
-42381,335.795
-42380,335.85
-42379,335.905
-42378,335.96
-42377,336.015
-42376,336.07
-42375,336.125
-42374,336.18
-42373,336.235
-42372,336.29
-42371,336.345
-42370,336.4
-42369,336.45
-42368,336.5
-42367,336.55
-42366,336.6
-42365,336.65
-42364,336.7
-42363,336.75
-42362,336.8
-42361,336.85
-42360,336.9
-42359,336.95
-42358,337
-42357,337.05
-42356,337.1
-42355,337.15
-42354,337.2
-42353,337.25
-42352,337.3
-42351,337.35
-42350,337.4
-42349,337.435
-42348,337.47
-42347,337.505
-42346,337.54
-42345,337.575
-42344,337.61
-42343,337.645
-42342,337.68
-42341,337.715
-42340,337.75
-42339,337.785
-42338,337.82
-42337,337.855
-42336,337.89
-42335,337.925
-42334,337.96
-42333,337.995
-42332,338.03
-42331,338.065
-42330,338.1
-42329,338.13
-42328,338.16
-42327,338.19
-42326,338.22
-42325,338.25
-42324,338.28
-42323,338.31
-42322,338.34
-42321,338.37
-42320,338.4
-42319,338.43
-42318,338.46
-42317,338.49
-42316,338.52
-42315,338.55
-42314,338.58
-42313,338.61
-42312,338.64
-42311,338.67
-42310,338.7
-42309,338.73
-42308,338.76
-42307,338.79
-42306,338.82
-42305,338.85
-42304,338.88
-42303,338.91
-42302,338.94
-42301,338.97
-42300,339
-42299,339.03
-42298,339.06
-42297,339.09
-42296,339.12
-42295,339.15
-42294,339.18
-42293,339.21
-42292,339.24
-42291,339.27
-42290,339.3
-42289,339.33
-42288,339.36
-42287,339.39
-42286,339.42
-42285,339.45
-42284,339.48
-42283,339.51
-42282,339.54
-42281,339.57
-42280,339.6
-42279,339.63
-42278,339.66
-42277,339.69
-42276,339.72
-42275,339.75
-42274,339.78
-42273,339.81
-42272,339.84
-42271,339.87
-42270,339.9
-42269,339.915
-42268,339.93
-42267,339.945
-42266,339.96
-42265,339.975
-42264,339.99
-42263,340.005
-42262,340.02
-42261,340.035
-42260,340.05
-42259,340.065
-42258,340.08
-42257,340.095
-42256,340.11
-42255,340.125
-42254,340.14
-42253,340.155
-42252,340.17
-42251,340.185
-42250,340.2
-42249,340.22
-42248,340.24
-42247,340.26
-42246,340.28
-42245,340.3
-42244,340.32
-42243,340.34
-42242,340.36
-42241,340.38
-42240,340.4
-42239,340.42
-42238,340.44
-42237,340.46
-42236,340.48
-42235,340.5
-42234,340.52
-42233,340.54
-42232,340.56
-42231,340.58
-42230,340.6
-42229,340.605
-42228,340.61
-42227,340.615
-42226,340.62
-42225,340.625
-42224,340.63
-42223,340.635
-42222,340.64
-42221,340.645
-42220,340.65
-42219,340.655
-42218,340.66
-42217,340.665
-42216,340.67
-42215,340.675
-42214,340.68
-42213,340.685
-42212,340.69
-42211,340.695
-42210,340.7
-42209,340.71
-42208,340.72
-42207,340.73
-42206,340.74
-42205,340.75
-42204,340.76
-42203,340.77
-42202,340.78
-42201,340.79
-42200,340.8
-42199,340.81
-42198,340.82
-42197,340.83
-42196,340.84
-42195,340.85
-42194,340.86
-42193,340.87
-42192,340.88
-42191,340.89
-42190,340.9
-42189,340.915
-42188,340.93
-42187,340.945
-42186,340.96
-42185,340.975
-42184,340.99
-42183,341.005
-42182,341.02
-42181,341.035
-42180,341.05
-42179,341.065
-42178,341.08
-42177,341.095
-42176,341.11
-42175,341.125
-42174,341.14
-42173,341.155
-42172,341.17
-42171,341.185
-42170,341.2
-42169,341.205
-42168,341.21
-42167,341.215
-42166,341.22
-42165,341.225
-42164,341.23
-42163,341.235
-42162,341.24
-42161,341.245
-42160,341.25
-42159,341.255
-42158,341.26
-42157,341.265
-42156,341.27
-42155,341.275
-42154,341.28
-42153,341.285
-42152,341.29
-42151,341.295
-42150,341.3
-42149,341.295
-42148,341.29
-42147,341.285
-42146,341.28
-42145,341.275
-42144,341.27
-42143,341.265
-42142,341.26
-42141,341.255
-42140,341.25
-42139,341.245
-42138,341.24
-42137,341.235
-42136,341.23
-42135,341.225
-42134,341.22
-42133,341.215
-42132,341.21
-42131,341.205
-42130,341.2
-42129,341.205
-42128,341.21
-42127,341.215
-42126,341.22
-42125,341.225
-42124,341.23
-42123,341.235
-42122,341.24
-42121,341.245
-42120,341.25
-42119,341.255
-42118,341.26
-42117,341.265
-42116,341.27
-42115,341.275
-42114,341.28
-42113,341.285
-42112,341.29
-42111,341.295
-42110,341.3
-42109,341.3
-42108,341.3
-42107,341.3
-42106,341.3
-42105,341.3
-42104,341.3
-42103,341.3
-42102,341.3
-42101,341.3
-42100,341.3
-42099,341.3
-42098,341.3
-42097,341.3
-42096,341.3
-42095,341.3
-42094,341.3
-42093,341.3
-42092,341.3
-42091,341.3
-42090,341.3
-42089,341.295
-42088,341.29
-42087,341.285
-42086,341.28
-42085,341.275
-42084,341.27
-42083,341.265
-42082,341.26
-42081,341.255
-42080,341.25
-42079,341.245
-42078,341.24
-42077,341.235
-42076,341.23
-42075,341.225
-42074,341.22
-42073,341.215
-42072,341.21
-42071,341.205
-42070,341.2
-42069,341.185
-42068,341.17
-42067,341.155
-42066,341.14
-42065,341.125
-42064,341.11
-42063,341.095
-42062,341.08
-42061,341.065
-42060,341.05
-42059,341.035
-42058,341.02
-42057,341.005
-42056,340.99
-42055,340.975
-42054,340.96
-42053,340.945
-42052,340.93
-42051,340.915
-42050,340.9
-42049,340.89
-42048,340.88
-42047,340.87
-42046,340.86
-42045,340.85
-42044,340.84
-42043,340.83
-42042,340.82
-42041,340.81
-42040,340.8
-42039,340.79
-42038,340.78
-42037,340.77
-42036,340.76
-42035,340.75
-42034,340.74
-42033,340.73
-42032,340.72
-42031,340.71
-42030,340.7
-42029,340.69
-42028,340.68
-42027,340.67
-42026,340.66
-42025,340.65
-42024,340.64
-42023,340.63
-42022,340.62
-42021,340.61
-42020,340.6
-42019,340.59
-42018,340.58
-42017,340.57
-42016,340.56
-42015,340.55
-42014,340.54
-42013,340.53
-42012,340.52
-42011,340.51
-42010,340.5
-42009,340.485
-42008,340.47
-42007,340.455
-42006,340.44
-42005,340.425
-42004,340.41
-42003,340.395
-42002,340.38
-42001,340.365
-42000,340.35
-41999,340.335
-41998,340.32
-41997,340.305
-41996,340.29
-41995,340.275
-41994,340.26
-41993,340.245
-41992,340.23
-41991,340.215
-41990,340.2
-41989,340.19
-41988,340.18
-41987,340.17
-41986,340.16
-41985,340.15
-41984,340.14
-41983,340.13
-41982,340.12
-41981,340.11
-41980,340.1
-41979,340.09
-41978,340.08
-41977,340.07
-41976,340.06
-41975,340.05
-41974,340.04
-41973,340.03
-41972,340.02
-41971,340.01
-41970,340
-41969,339.98
-41968,339.96
-41967,339.94
-41966,339.92
-41965,339.9
-41964,339.88
-41963,339.86
-41962,339.84
-41961,339.82
-41960,339.8
-41959,339.78
-41958,339.76
-41957,339.74
-41956,339.72
-41955,339.7
-41954,339.68
-41953,339.66
-41952,339.64
-41951,339.62
-41950,339.6
-41949,339.58
-41948,339.56
-41947,339.54
-41946,339.52
-41945,339.5
-41944,339.48
-41943,339.46
-41942,339.44
-41941,339.42
-41940,339.4
-41939,339.38
-41938,339.36
-41937,339.34
-41936,339.32
-41935,339.3
-41934,339.28
-41933,339.26
-41932,339.24
-41931,339.22
-41930,339.2
-41929,339.185
-41928,339.17
-41927,339.155
-41926,339.14
-41925,339.125
-41924,339.11
-41923,339.095
-41922,339.08
-41921,339.065
-41920,339.05
-41919,339.035
-41918,339.02
-41917,339.005
-41916,338.99
-41915,338.975
-41914,338.96
-41913,338.945
-41912,338.93
-41911,338.915
-41910,338.9
-41909,338.88
-41908,338.86
-41907,338.84
-41906,338.82
-41905,338.8
-41904,338.78
-41903,338.76
-41902,338.74
-41901,338.72
-41900,338.7
-41899,338.68
-41898,338.66
-41897,338.64
-41896,338.62
-41895,338.6
-41894,338.58
-41893,338.56
-41892,338.54
-41891,338.52
-41890,338.5
-41889,338.48
-41888,338.46
-41887,338.44
-41886,338.42
-41885,338.4
-41884,338.38
-41883,338.36
-41882,338.34
-41881,338.32
-41880,338.3
-41879,338.28
-41878,338.26
-41877,338.24
-41876,338.22
-41875,338.2
-41874,338.18
-41873,338.16
-41872,338.14
-41871,338.12
-41870,338.1
-41869,338.08
-41868,338.06
-41867,338.04
-41866,338.02
-41865,338
-41864,337.98
-41863,337.96
-41862,337.94
-41861,337.92
-41860,337.9
-41859,337.88
-41858,337.86
-41857,337.84
-41856,337.82
-41855,337.8
-41854,337.78
-41853,337.76
-41852,337.74
-41851,337.72
-41850,337.7
-41849,337.68
-41848,337.66
-41847,337.64
-41846,337.62
-41845,337.6
-41844,337.58
-41843,337.56
-41842,337.54
-41841,337.52
-41840,337.5
-41839,337.48
-41838,337.46
-41837,337.44
-41836,337.42
-41835,337.4
-41834,337.38
-41833,337.36
-41832,337.34
-41831,337.32
-41830,337.3
-41829,337.29
-41828,337.28
-41827,337.27
-41826,337.26
-41825,337.25
-41824,337.24
-41823,337.23
-41822,337.22
-41821,337.21
-41820,337.2
-41819,337.19
-41818,337.18
-41817,337.17
-41816,337.16
-41815,337.15
-41814,337.14
-41813,337.13
-41812,337.12
-41811,337.11
-41810,337.1
-41809,337.07
-41808,337.04
-41807,337.01
-41806,336.98
-41805,336.95
-41804,336.92
-41803,336.89
-41802,336.86
-41801,336.83
-41800,336.8
-41799,336.77
-41798,336.74
-41797,336.71
-41796,336.68
-41795,336.65
-41794,336.62
-41793,336.59
-41792,336.56
-41791,336.53
-41790,336.5
-41789,336.49
-41788,336.48
-41787,336.47
-41786,336.46
-41785,336.45
-41784,336.44
-41783,336.43
-41782,336.42
-41781,336.41
-41780,336.4
-41779,336.39
-41778,336.38
-41777,336.37
-41776,336.36
-41775,336.35
-41774,336.34
-41773,336.33
-41772,336.32
-41771,336.31
-41770,336.3
-41769,336.28
-41768,336.26
-41767,336.24
-41766,336.22
-41765,336.2
-41764,336.18
-41763,336.16
-41762,336.14
-41761,336.12
-41760,336.1
-41759,336.08
-41758,336.06
-41757,336.04
-41756,336.02
-41755,336
-41754,335.98
-41753,335.96
-41752,335.94
-41751,335.92
-41750,335.9
-41749,335.885
-41748,335.87
-41747,335.855
-41746,335.84
-41745,335.825
